"","species","covariate","mean_effect","lower_95","upper_95"
"1","Lophura nycthemera","Regional_DivisionNorthwest",-1.50263358080273,-3.31487143895244,-0.338869505401979
"2","Lophura nycthemera","Regional_DivisionSouthwest",0.64117624972985,-0.3870962308955,1.83217846773827
"3","Lophura nycthemera","riverOriginoutsideGLGS",-0.760911145455957,-1.92394760378434,0.323014879227181
"4","Lophura nycthemera","scale(Edge_density_1km)",0.552126165653634,0.125295377894133,0.99424401630677
"5","Lophura nycthemera","scale(Human_modification_1km)",0.163218966951689,-0.363597864701502,0.784198640412793
"6","Lophura nycthemera","scale(Patch_density_1km)",-0.4860467751627,-0.971304076299285,-0.000788451537141321
"7","Lophura nycthemera","scale(Percent_of_forest_cover_1km)",0.39680800824462,-0.326620014767937,1.14453395044961
"8","Lophura nycthemera","scale(annual_precipitation)",0.302932175988196,-0.189701699314283,0.79046520984813
"9","Lophura nycthemera","scale(mean_temperature)",0.222134644616497,-0.473414665964986,0.964525004181118
"10","Culicicapa ceylonensis","Regional_DivisionNorthwest",-1.09688912351733,-2.49447586532858,0.179232042916292
"11","Culicicapa ceylonensis","Regional_DivisionSouthwest",0.325639173817805,-0.878022541153545,1.54095585952452
"12","Culicicapa ceylonensis","riverOriginoutsideGLGS",-0.852201050253783,-2.22909114975403,0.414433129597253
"13","Culicicapa ceylonensis","scale(Edge_density_1km)",0.414818840627829,-0.101167511252512,0.897359759814809
"14","Culicicapa ceylonensis","scale(Human_modification_1km)",-0.177459442100029,-0.824382897709678,0.404136509865942
"15","Culicicapa ceylonensis","scale(Patch_density_1km)",-0.464768141914633,-1.04865920756331,0.0618402004254269
"16","Culicicapa ceylonensis","scale(Percent_of_forest_cover_1km)",0.63347522351767,-0.332036299885582,1.79350173996793
"17","Culicicapa ceylonensis","scale(annual_precipitation)",0.451814052294917,-0.078246777094919,1.02872504477615
"18","Culicicapa ceylonensis","scale(mean_temperature)",-0.428830388225517,-1.36260517124306,0.393097688110721
"19","Ixos mcclellandii","Regional_DivisionNorthwest",-1.38844700927898,-2.95008554671478,-0.188175161194031
"20","Ixos mcclellandii","Regional_DivisionSouthwest",0.0826435369648838,-1.05048527680737,1.17254215401877
"21","Ixos mcclellandii","riverOriginoutsideGLGS",-1.55511758427298,-2.97362678685156,-0.36933053382466
"22","Ixos mcclellandii","scale(Edge_density_1km)",0.59056117132721,0.148958790658033,1.05951399504256
"23","Ixos mcclellandii","scale(Human_modification_1km)",-0.0618656947838113,-0.662548481206187,0.511540327081127
"24","Ixos mcclellandii","scale(Patch_density_1km)",-0.232794932580344,-0.734533483379592,0.316216914658016
"25","Ixos mcclellandii","scale(Percent_of_forest_cover_1km)",0.132801556561633,-0.691514394372497,0.9295618037439
"26","Ixos mcclellandii","scale(annual_precipitation)",0.36418061715013,-0.168327121795671,0.876660227270816
"27","Ixos mcclellandii","scale(mean_temperature)",-0.508354390720737,-1.33300611206684,0.274265921359539
"28","Cinclus pallasii","Regional_DivisionNorthwest",-0.985298427623607,-2.22617238435002,0.190255819294442
"29","Cinclus pallasii","Regional_DivisionSouthwest",0.188906216943727,-0.908658143554244,1.23818337647551
"30","Cinclus pallasii","riverOriginoutsideGLGS",-0.537755716311506,-1.68420637978849,0.495099711602163
"31","Cinclus pallasii","scale(Edge_density_1km)",0.506677779071003,0.0475497142994038,0.931421714604055
"32","Cinclus pallasii","scale(Human_modification_1km)",-0.303532842426312,-0.931705771936241,0.233995445984862
"33","Cinclus pallasii","scale(Patch_density_1km)",-0.603180585633582,-1.14988993434969,-0.157045997151831
"34","Cinclus pallasii","scale(Percent_of_forest_cover_1km)",0.228676402308489,-0.457833438335198,0.973260055787425
"35","Cinclus pallasii","scale(annual_precipitation)",0.295687523814865,-0.17308989807592,0.764484165838703
"36","Cinclus pallasii","scale(mean_temperature)",-0.241809246682401,-0.924305625095146,0.388012740925441
"37","Sitta nagaensis","Regional_DivisionNorthwest",-0.866459607907542,-2.26964056244953,0.618673627601918
"38","Sitta nagaensis","Regional_DivisionSouthwest",0.241949989939605,-1.12852829606522,1.41843549383875
"39","Sitta nagaensis","riverOriginoutsideGLGS",-0.641004570872438,-2.2229566485006,0.941036187241675
